AREA,PERIMETER,SONWESTS_,SONWESTS_I,ISO_,DEGRAD_ID_,SOVID_NEW,ISOC,SUID,NEWSUID,ISOC,SUID,TCID,SCID,PROP,CLAF,PRID,DRAIN,LAYER,TOPDEP,BOTDEP,CFRAG,SDTO,STPC,CLPC,PSCL,BULK,TAWC,CECS,BSAT,CECC,PHAQ,TCEQ,GYPS,ELCO,TOTC,TOTN,ECEC,ALSA,ESP,longitude,latitude
0.087002,1.51966,1001,1825,PL,102-PL,PL0102,PL,102.0,PL102,PL,102.0,1.0,1.0,85.0,PZh,PL2,S,D1,0.0,20.0,0.0,94.0,5.0,1.0,C,1.36,24.0,7.43,25.0,140.0,3.94,0.0,0.0,0.0,7.83,0.89,-1.0,36.0,4.0,22.28169648481578,50.62358172070323
0.127685,2.758995,1002,1826,PL,107-PL,PL0107,PL,107.0,PL107,PL,107.0,1.0,1.0,70.0,PZh,PL2,S,D1,0.0,20.0,0.0,94.0,5.0,1.0,C,1.36,24.0,7.43,25.0,140.0,3.94,0.0,0.0,0.0,7.83,0.89,-1.0,36.0,4.0,22.856976925538756,50.499726746417046
0.01517,1.131385,1003,1827,PL,183-PL,PL0183,PL,183.0,PL183,PL,183.0,1.0,1.0,50.0,LPq,PL3SU,W,D1,0.0,10.0,28.0,89.0,9.0,2.0,C,1.7,13.0,15.0,3.0,-1.0,4.3,0.0,0.0,0.0,62.7,0.95,-1.0,87.0,1.0,16.06650958919578,50.6719003988633
0.014347,0.683006,1004,1432,CZ,10-CZ,CZ0010,CZ,10.0,CZ10,CZ,10.0,1.0,1.0,70.0,CMe,CZG30,E,D1,0.0,20.0,1.0,71.0,23.0,6.0,C,1.43,5.0,1.0,100.0,-1.0,6.94,3.0,0.0,0.0,3.05,0.62,-1.0,0.0,2.0,15.103473262020632,50.652629129307904
0.079509,1.633753,1005,1828,PL,82-PL,PL0082,PL,82.0,PL82,PL,82.0,1.0,1.0,60.0,PZh,PL2,S,D1,0.0,20.0,0.0,94.0,5.0,1.0,C,1.36,24.0,7.43,25.0,140.0,3.94,0.0,0.0,0.0,7.83,0.89,-1.0,36.0,4.0,19.12796195935485,50.558305468290826
0.010244,0.860319,1006,1433,CZ,24-CZ,CZ0024,CZ,24.0,CZ24,CZ,24.0,1.0,1.0,50.0,LPq,PL3SU,W,D1,0.0,10.0,28.0,89.0,9.0,2.0,C,1.7,13.0,15.0,3.0,-1.0,4.3,0.0,0.0,0.0,62.7,0.95,-1.0,87.0,1.0,16.043438865335347,50.636798107578095
0.004893,0.504252,1007,1434,CZ,13-CZ,CZ0013,CZ,13.0,CZ13,CZ,13.0,1.0,1.0,42.0,CMd,CZG12E,W,D1,0.0,20.0,10.0,57.0,37.0,6.0,M,1.48,16.0,15.0,41.0,140.0,5.03,0.0,0.0,0.0,15.0,1.54,-1.0,5.0,1.0,13.695613030736522,50.62580870901143
0.138211,1.84644,1008,1829,PL,171-PL,PL0171,PL,171.0,PL171,PL,171.0,1.0,1.0,55.0,ARb,PL53,E,D1,0.0,20.0,0.0,96.0,3.0,1.0,C,1.69,13.0,3.4,80.0,-1.0,7.1,5.0,1.0,0.1,5.7,0.36,-1.0,0.0,0.0,17.670943006920062,50.458310755671135
0.046435,2.82609,1009,1435,CZ,15-CZ,CZ0015,CZ,15.0,CZ15,CZ,15.0,1.0,1.0,55.0,CMi,CZG37,W,D1,0.0,20.0,28.0,35.0,57.0,8.0,M,1.33,15.0,14.81,55.0,124.6,5.09,0.0,0.0,0.0,15.9,1.3,-1.0,6.0,4.0,15.850186312868077,50.593726044642786
0.004462,0.519373,1010,1436,CZ,13-CZ,CZ0013,CZ,13.0,CZ13,CZ,13.0,1.0,1.0,42.0,CMd,CZG12E,W,D1,0.0,20.0,10.0,57.0,37.0,6.0,M,1.48,16.0,15.0,41.0,140.0,5.03,0.0,0.0,0.0,15.0,1.54,-1.0,5.0,1.0,16.32972357477,50.63859536299038
0.047992,1.144147,1011,1830,PL,106-PL,PL0106,PL,106.0,PL106,PL,106.0,1.0,1.0,65.0,LVh,PL279,S,D1,0.0,20.0,0.0,31.0,64.0,5.0,M,1.48,18.0,9.3,80.0,106.0,6.7,3.0,0.0,0.1,11.4,1.21,-1.0,0.0,1.0,23.50983197783318,50.572527001770126
0.014678,0.652066,1012,1437,CZ,12-CZ,CZ0012,CZ,12.0,CZ12,CZ,12.0,1.0,1.0,48.0,CMe,CZG31,M,D1,0.0,20.0,1.0,34.0,49.0,17.0,M,1.38,14.0,16.1,82.0,68.0,6.5,3.0,0.0,0.0,13.0,1.06,-1.0,0.0,1.0,16.327771316613276,50.590136368579245
0.009595,0.717327,1013,1438,CZ,16-CZ,CZ0016,CZ,16.0,CZ16,CZ,16.0,1.0,1.0,75.0,CMe,CZG10E,W,D1,0.0,20.0,4.0,40.0,48.0,12.0,M,1.38,14.0,31.0,80.0,140.0,6.5,3.0,0.0,0.0,19.0,1.06,-1.0,0.0,0.0,15.326705699004238,50.56887400120478
0.479732,9.320188,1014,2232,UA,14-UA,UA0014,UA,14.0,UA14,UA,14.0,1.0,1.0,70.0,FLe,UA-034,P,D1,0.0,20.0,0.0,12.0,63.0,25.0,Z,1.33,12.0,34.8,100.0,83.0,8.2,20.0,1.0,0.1,40.0,4.3,-1.0,0.0,1.0,33.85758161821778,49.85078777899364
0.087201,3.257225,1015,1439,CZ,5-CZ,CZ0005,CZ,5.0,CZ5,CZ,5.0,1.0,1.0,45.0,LVh,CZG19E,W,D1,0.0,20.0,0.0,14.0,68.0,18.0,Z,1.4,17.0,16.0,92.0,66.0,6.2,0.0,0.0,0.0,12.0,1.0,-1.0,0.0,1.0,14.86774690651253,50.4501584963678
0.076427,2.075343,1016,1440,CZ,8-CZ,CZ0008,CZ,8.0,CZ8,CZ,8.0,1.0,1.0,32.0,CMe,CZG16E,W,D1,0.0,20.0,4.0,32.0,58.0,10.0,M,1.3,14.0,16.0,80.0,108.0,6.5,3.0,0.0,0.0,15.0,1.06,-1.0,0.0,1.0,14.48341988774309,50.50372643780947
0.030804,1.251446,1017,1831,PL,108-PL,PL0108,PL,108.0,PL108,PL,108.0,1.0,1.0,85.0,PZh,PL2,S,D1,0.0,20.0,0.0,94.0,5.0,1.0,C,1.36,24.0,7.43,25.0,140.0,3.94,0.0,0.0,0.0,7.83,0.89,-1.0,36.0,4.0,23.226859548239123,50.467675033565335
0.085728,2.605281,1018,1441,CZ,12-CZ,CZ0012,CZ,12.0,CZ12,CZ,12.0,1.0,1.0,48.0,CMe,CZG31,M,D1,0.0,20.0,1.0,34.0,49.0,17.0,M,1.38,14.0,16.1,82.0,68.0,6.5,3.0,0.0,0.0,13.0,1.06,-1.0,0.0,1.0,15.65782484731436,50.52323787168039
0.028909,1.190728,1019,1442,CZ,19-CZ,CZ0019,CZ,19.0,CZ19,CZ,19.0,1.0,1.0,40.0,PZb,CZG27E,W,D1,0.0,20.0,10.0,53.0,42.0,5.0,M,0.99,27.0,10.5,65.0,-1.0,5.09,0.0,0.0,0.0,34.8,3.25,-1.0,16.0,1.0,13.205003473234585,50.50502677622492
0.241641,8.07076,1020,1443,CZ,12-CZ,CZ0012,CZ,12.0,CZ12,CZ,12.0,1.0,1.0,48.0,CMe,CZG31,M,D1,0.0,20.0,1.0,34.0,49.0,17.0,M,1.38,14.0,16.1,82.0,68.0,6.5,3.0,0.0,0.0,13.0,1.06,-1.0,0.0,1.0,16.363096895424412,49.952825240518834
0.025086,0.810119,1021,2233,UA,19-UA,UA0019,UA,19.0,UA19,UA,19.0,1.0,1.0,58.0,PHl,UA-052,P,D1,0.0,20.0,0.0,20.0,57.0,23.0,M,1.3,10.0,30.4,100.0,97.0,8.8,30.0,1.0,0.1,22.9,2.1,-1.0,0.0,2.0,30.505845118730914,50.44361492779965
0.038999,0.949503,1022,1832,PL,110-PL,PL0110,PL,110.0,PL110,PL,110.0,1.0,1.0,70.0,ARb,PL385,S,D1,0.0,20.0,0.0,82.0,13.0,5.0,C,1.67,13.0,5.6,25.0,33.0,5.7,0.0,0.0,0.0,11.3,0.99,-1.0,0.0,0.0,21.83938794277993,50.47840675285816
0.011349,1.059127,1023,1444,CZ,13-CZ,CZ0013,CZ,13.0,CZ13,CZ,13.0,1.0,1.0,42.0,CMd,CZG12E,W,D1,0.0,20.0,10.0,57.0,37.0,6.0,M,1.48,16.0,15.0,41.0,140.0,5.03,0.0,0.0,0.0,15.0,1.54,-1.0,5.0,1.0,13.407489621931125,50.481049318241766
0.013341,1.125616,1024,1445,CZ,10-CZ,CZ0010,CZ,10.0,CZ10,CZ,10.0,1.0,1.0,70.0,CMe,CZG30,E,D1,0.0,20.0,1.0,71.0,23.0,6.0,C,1.43,5.0,1.0,100.0,-1.0,6.94,3.0,0.0,0.0,3.05,0.62,-1.0,0.0,2.0,15.148467372320512,50.523772133251555
0.074617,1.06835,1025,1833,PL,79-PL,PL0079,PL,79.0,PL79,PL,79.0,1.0,1.0,55.0,ARb,PL385,S,D1,0.0,20.0,0.0,82.0,13.0,5.0,C,1.67,13.0,5.6,25.0,33.0,5.7,0.0,0.0,0.0,11.3,0.99,-1.0,0.0,0.0,18.10287900674757,50.439617318685166
0.018382,0.833064,1026,1834,PL,109-PL,PL0109,PL,109.0,PL109,PL,109.0,1.0,1.0,100.0,PZh,PL2,S,D1,0.0,20.0,0.0,94.0,5.0,1.0,C,1.36,24.0,7.43,25.0,140.0,3.94,0.0,0.0,0.0,7.83,0.89,-1.0,36.0,4.0,22.1295037873143,50.47419530057368
0.036272,1.837616,1027,1446,CZ,3-CZ,CZ0003,CZ,3.0,CZ3,CZ,3.0,1.0,1.0,60.0,ARh,CZV272HO,E,D1,0.0,20.0,4.0,88.0,9.0,3.0,C,1.5,10.0,4.3,92.0,120.0,6.8,3.0,0.0,0.1,2.0,0.48,-1.0,0.0,3.0,14.254381156051243,50.44863150974321
0.018892,1.11736,1028,1447,CZ,10-CZ,CZ0010,CZ,10.0,CZ10,CZ,10.0,1.0,1.0,70.0,CMe,CZG30,E,D1,0.0,20.0,1.0,71.0,23.0,6.0,C,1.43,5.0,1.0,100.0,-1.0,6.94,3.0,0.0,0.0,3.05,0.62,-1.0,0.0,2.0,15.892585396581062,50.46939609355483
0.169166,5.595438,1029,1448,CZ,4-CZ,CZ0004,CZ,4.0,CZ4,CZ,4.0,1.0,1.0,65.0,CHk,CZG04E,W,D1,0.0,20.0,0.0,15.0,65.0,20.0,M,1.3,16.0,23.2,100.0,90.0,8.15,20.0,0.0,0.0,15.0,1.4,-1.0,0.0,0.0,13.971291759780968,50.34794146378475
0.015072,0.584142,1030,1835,PL,177-PL,PL0177,PL,177.0,PL177,PL,177.0,1.0,1.0,50.0,LVj,PL419,M,D1,0.0,20.0,0.0,16.0,76.0,8.0,M,1.42,19.0,12.5,80.0,66.0,6.2,0.0,0.0,0.0,20.7,1.01,-1.0,0.0,1.0,16.48622785468865,50.43721890509759
0.098337,3.847972,1031,1449,CZ,5-CZ,CZ0005,CZ,5.0,CZ5,CZ,5.0,1.0,1.0,45.0,LVh,CZG19E,W,D1,0.0,20.0,0.0,14.0,68.0,18.0,Z,1.4,17.0,16.0,92.0,66.0,6.2,0.0,0.0,0.0,12.0,1.0,-1.0,0.0,1.0,15.56773814245241,50.38297581217064
0.055224,2.326365,1032,1450,CZ,7-CZ,CZ0007,CZ,7.0,CZ7,CZ,7.0,1.0,1.0,49.0,PHh,CZG07E,M,D1,0.0,20.0,0.0,18.0,45.0,37.0,F,1.3,10.0,29.0,90.0,59.0,6.5,3.0,0.0,0.0,20.0,1.9,-1.0,0.0,2.0,13.434498187310114,50.3781706958547
0.049752,1.284589,1033,1836,PL,173-PL,PL0173,PL,173.0,PL173,PL,173.0,1.0,1.0,70.0,CMd,PL303,W,D1,0.0,20.0,1.0,41.0,50.0,9.0,M,1.49,13.0,13.4,43.0,76.0,5.0,0.0,0.0,0.0,18.7,1.72,-1.0,20.0,1.0,16.702923614109096,50.37066632924702
0.008917,0.50195,1034,1837,PL,175-PL,PL0175,PL,175.0,PL175,PL,175.0,1.0,1.0,25.0,LPq,PL3SU,W,D1,0.0,10.0,28.0,89.0,9.0,2.0,C,1.7,13.0,15.0,3.0,-1.0,4.3,0.0,0.0,0.0,62.7,0.95,-1.0,87.0,1.0,16.276426522009345,50.44123189899323
0.515187,5.159873,1035,1838,PL,81-PL,PL0081,PL,81.0,PL81,PL,81.0,1.0,1.0,30.0,LVj,PL419,M,D1,0.0,20.0,0.0,16.0,76.0,8.0,M,1.42,19.0,12.5,80.0,66.0,6.2,0.0,0.0,0.0,20.7,1.01,-1.0,0.0,1.0,18.815495644311312,50.11702703237608
0.143166,3.788223,1036,1451,CZ,7-CZ,CZ0007,CZ,7.0,CZ7,CZ,7.0,1.0,1.0,49.0,PHh,CZG07E,M,D1,0.0,20.0,0.0,18.0,45.0,37.0,F,1.3,10.0,29.0,90.0,59.0,6.5,3.0,0.0,0.0,20.0,1.9,-1.0,0.0,2.0,15.263690028808256,50.27939641850572
0.247954,2.575273,1037,1839,PL,162-PL,PL0162,PL,162.0,PL162,PL,162.0,1.0,1.0,50.0,PZh,PL2,S,D1,0.0,20.0,0.0,94.0,5.0,1.0,C,1.36,24.0,7.43,25.0,140.0,3.94,0.0,0.0,0.0,7.83,0.89,-1.0,36.0,4.0,22.904989000808204,50.261757657504674
0.010092,0.733412,1038,1452,CZ,10-CZ,CZ0010,CZ,10.0,CZ10,CZ,10.0,1.0,1.0,70.0,CMe,CZG30,E,D1,0.0,20.0,1.0,71.0,23.0,6.0,C,1.43,5.0,1.0,100.0,-1.0,6.94,3.0,0.0,0.0,3.05,0.62,-1.0,0.0,2.0,14.87520021433182,50.34438682102103
0.008933,0.563342,1039,1453,CZ,11-CZ,CZ0011,CZ,11.0,CZ11,CZ,11.0,1.0,1.0,56.0,CMc,CZG11E,P,D1,0.0,20.0,4.0,8.0,65.0,27.0,Z,1.4,17.0,28.0,100.0,82.0,8.1,20.0,0.0,0.0,17.0,1.08,-1.0,0.0,0.0,15.658512927897224,50.40133812077982
0.608211,4.661933,1040,2234,UA,75-UA,UA0075,UA,75.0,UA75,UA,75.0,1.0,1.0,51.0,PDe,UA-101,S,D1,0.0,20.0,0.0,64.0,32.0,4.0,M,1.52,15.0,3.6,55.0,50.0,5.5,0.0,0.0,0.0,4.6,0.3,-1.0,11.0,4.0,25.06324101757092,50.11640128956078
3.864962,12.39665,1041,2235,UA,76-UA,UA0076,UA,76.0,UA76,UA,76.0,1.0,1.0,40.0,CHh,UA-058,M,D1,0.0,20.0,0.0,5.0,68.0,27.0,Z,1.25,15.0,29.5,100.0,74.0,7.0,11.5,0.0,0.19,27.0,3.1,-1.0,0.0,1.0,30.600745582897602,49.17603172817091
0.194509,5.048355,1042,1454,CZ,22-CZ,CZ0022,CZ,22.0,CZ22,CZ,22.0,1.0,1.0,50.0,PZb,CZG27E,W,D1,0.0,20.0,10.0,53.0,42.0,5.0,M,0.99,27.0,10.5,65.0,-1.0,5.09,0.0,0.0,0.0,34.8,3.25,-1.0,16.0,1.0,17.0512621293597,50.10895206293002
0.004604,0.32692,1043,1455,CZ,19-CZ,CZ0019,CZ,19.0,CZ19,CZ,19.0,1.0,1.0,40.0,PZb,CZG27E,W,D1,0.0,20.0,10.0,53.0,42.0,5.0,M,0.99,27.0,10.5,65.0,-1.0,5.09,0.0,0.0,0.0,34.8,3.25,-1.0,16.0,1.0,12.847199870966918,50.40950900215353
0.072841,2.144589,1044,1840,PL,117-PL,PL0117,PL,117.0,PL117,PL,117.0,1.0,1.0,85.0,PZh,PL2,S,D1,0.0,20.0,0.0,94.0,5.0,1.0,C,1.36,24.0,7.43,25.0,140.0,3.94,0.0,0.0,0.0,7.83,0.89,-1.0,36.0,4.0,21.896298145896466,50.324544268463356
0.02995,1.330793,1045,1841,PL,176-PL,PL0176,PL,176.0,PL176,PL,176.0,1.0,1.0,35.0,CMc,PL335,S,D1,0.0,20.0,1.0,38.0,43.0,19.0,M,1.45,15.0,20.9,94.0,73.0,7.4,99.9,1.0,0.2,19.9,1.76,-1.0,0.0,0.0,16.522730306922465,50.296786587056296
0.147235,2.062679,1046,1842,PL,83-PL,PL0083,PL,83.0,PL83,PL,83.0,1.0,1.0,30.0,LVh,PL111,S,D1,0.0,20.0,1.0,74.0,21.0,5.0,C,1.6,14.0,5.6,80.0,64.0,6.7,3.0,0.0,0.1,6.8,0.42,-1.0,0.0,0.0,19.411453521510317,50.19241017799869
0.001494,0.552904,1047,1456,CZ,3-CZ,CZ0003,CZ,3.0,CZ3,CZ,3.0,1.0,1.0,60.0,ARh,CZV272HO,E,D1,0.0,20.0,4.0,88.0,9.0,3.0,C,1.5,10.0,4.3,92.0,120.0,6.8,3.0,0.0,0.1,2.0,0.48,-1.0,0.0,3.0,14.439848893808312,50.34345737281151
0.002899,4.239926,1048,1457,CZ,9998-CZ,CZns6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.615894779370823,50.18062039206147
0.011562,0.75918,1049,1843,PL,192-PL,PL0192,PL,192.0,PL192,PL,192.0,1.0,1.0,65.0,LVj,PL113,W,D1,0.0,20.0,1.0,75.0,19.0,6.0,C,1.6,16.0,6.4,58.0,88.0,5.7,0.0,0.0,0.0,3.2,0.3,-1.0,0.0,0.0,17.3288612596301,50.366216013517395
0.340896,5.813562,1050,2236,UA,18-UA,UA0018,UA,18.0,UA18,UA,18.0,1.0,1.0,85.0,PDe,UA-046,W,D1,0.0,20.0,0.0,78.0,17.0,5.0,C,1.52,15.0,4.4,55.0,65.0,5.1,0.0,0.0,0.0,3.3,0.3,-1.0,11.0,4.0,31.55208607305927,49.94658325177181
0.053567,2.300763,1051,1458,CZ,19-CZ,CZ0019,CZ,19.0,CZ19,CZ,19.0,1.0,1.0,40.0,PZb,CZG27E,W,D1,0.0,20.0,10.0,53.0,42.0,5.0,M,0.99,27.0,10.5,65.0,-1.0,5.09,0.0,0.0,0.0,34.8,3.25,-1.0,16.0,1.0,16.43445176462669,50.18024144958955
0.008706,0.830044,1052,1459,CZ,6-CZ,CZ0006,CZ,6.0,CZ6,CZ,6.0,1.0,1.0,80.0,LVj,CZG24E,P,D1,0.0,20.0,0.0,32.0,57.0,11.0,M,1.5,22.0,18.0,80.0,113.0,6.1,0.0,0.0,0.0,16.0,1.0,-1.0,0.0,1.0,17.07477328285127,50.37387533701907
0.029173,0.817666,1053,2237,UA,64-UA,UA0064,UA,64.0,UA64,UA,64.0,1.0,1.0,30.0,CMc,PL395,W,D1,0.0,20.0,0.0,16.0,74.0,10.0,M,1.42,17.0,17.4,89.0,134.0,7.3,20.0,1.0,0.2,11.4,1.0,-1.0,0.0,1.0,23.724715342092043,50.31320881928231
0.48235,3.778861,1054,2238,UA,26-UA,UA0026,UA,26.0,UA26,UA,26.0,1.0,1.0,58.0,PDe,UA-069,E,D1,0.0,20.0,1.0,90.0,7.0,3.0,C,1.45,15.0,5.5,55.0,75.0,5.1,0.0,0.0,0.0,9.3,0.6,-1.0,11.0,4.0,23.731104389091396,50.04304104800742
0.15462,7.737212,1055,1460,CZ,3-CZ,CZ0003,CZ,3.0,CZ3,CZ,3.0,1.0,1.0,60.0,ARh,CZV272HO,E,D1,0.0,20.0,4.0,88.0,9.0,3.0,C,1.5,10.0,4.3,92.0,120.0,6.8,3.0,0.0,0.1,2.0,0.48,-1.0,0.0,3.0,15.738433552364668,50.09963467828712
0.003852,0.272263,1056,1461,CZ,19-CZ,CZ0019,CZ,19.0,CZ19,CZ,19.0,1.0,1.0,40.0,PZb,CZG27E,W,D1,0.0,20.0,10.0,53.0,42.0,5.0,M,0.99,27.0,10.5,65.0,-1.0,5.09,0.0,0.0,0.0,34.8,3.25,-1.0,16.0,1.0,12.647265384763886,50.388422846113585
0.223092,3.44646,1057,1844,PL,112-PL,PL0112,PL,112.0,PL112,PL,112.0,1.0,1.0,25.0,CHh,PL403,W,D1,0.0,20.0,0.0,16.0,70.0,14.0,M,1.41,21.0,30.8,100.0,140.0,7.6,20.0,1.0,0.2,15.0,1.0,-1.0,0.0,1.0,20.431521221793993,50.18337116387025
0.10066,3.238466,1058,1845,PL,121-PL,PL0121,PL,121.0,PL121,PL,121.0,1.0,1.0,100.0,FLe,PL23,W,D1,0.0,20.0,0.0,57.0,34.0,9.0,M,1.53,14.0,12.1,91.0,101.0,6.9,3.0,0.0,0.1,8.5,1.0,-1.0,0.0,1.0,22.544060794527375,50.100581045706775
0.084605,1.775374,1059,1462,CZ,16-CZ,CZ0016,CZ,16.0,CZ16,CZ,16.0,1.0,1.0,75.0,CMe,CZG10E,W,D1,0.0,20.0,4.0,40.0,48.0,12.0,M,1.38,14.0,31.0,80.0,140.0,6.5,3.0,0.0,0.0,19.0,1.06,-1.0,0.0,0.0,13.159348006326612,50.26214384708394
0.010395,0.736068,1060,1463,CZ,5-CZ,CZ0005,CZ,5.0,CZ5,CZ,5.0,1.0,1.0,45.0,LVh,CZG19E,W,D1,0.0,20.0,0.0,14.0,68.0,18.0,Z,1.4,17.0,16.0,92.0,66.0,6.2,0.0,0.0,0.0,12.0,1.0,-1.0,0.0,1.0,16.065628594273747,50.34852350630412
0.001536,0.362755,1061,1464,CZ,3-CZ,CZ0003,CZ,3.0,CZ3,CZ,3.0,1.0,1.0,60.0,ARh,CZV272HO,E,D1,0.0,20.0,4.0,88.0,9.0,3.0,C,1.5,10.0,4.3,92.0,120.0,6.8,3.0,0.0,0.1,2.0,0.48,-1.0,0.0,3.0,14.49744258249762,50.32051265622313
0.055869,2.419019,1062,1465,CZ,12-CZ,CZ0012,CZ,12.0,CZ12,CZ,12.0,1.0,1.0,48.0,CMe,CZG31,M,D1,0.0,20.0,1.0,34.0,49.0,17.0,M,1.38,14.0,16.1,82.0,68.0,6.5,3.0,0.0,0.0,13.0,1.06,-1.0,0.0,1.0,13.922233429882064,50.22824190897919
0.065448,1.110457,1063,1846,PL,80-PL,PL0080,PL,80.0,PL80,PL,80.0,1.0,1.0,40.0,PZh,PL2,S,D1,0.0,20.0,0.0,94.0,5.0,1.0,C,1.36,24.0,7.43,25.0,140.0,3.94,0.0,0.0,0.0,7.83,0.89,-1.0,36.0,4.0,18.341350689154485,50.22344989895463
0.015776,0.740432,1064,1466,CZ,24-CZ,CZ0024,CZ,24.0,CZ24,CZ,24.0,1.0,1.0,50.0,LPq,PL3SU,W,D1,0.0,10.0,28.0,89.0,9.0,2.0,C,1.7,13.0,15.0,3.0,-1.0,4.3,0.0,0.0,0.0,62.7,0.95,-1.0,87.0,1.0,16.441404993828822,50.267987102304765
0.007641,0.503129,1065,1847,PL,174-PL,PL0174,PL,174.0,PL174,PL,174.0,1.0,1.0,30.0,LPq,PL3SU,W,D1,0.0,10.0,28.0,89.0,9.0,2.0,C,1.7,13.0,15.0,3.0,-1.0,4.3,0.0,0.0,0.0,62.7,0.95,-1.0,87.0,1.0,16.448359544035615,50.31957392087002
0.361808,6.56333,1066,2239,UA,5-UA,UA0005,UA,5.0,UA5,UA,5.0,1.0,1.0,70.0,FLe,UA-034,P,D1,0.0,20.0,0.0,12.0,63.0,25.0,Z,1.33,12.0,34.8,100.0,83.0,8.2,20.0,1.0,0.1,40.0,4.3,-1.0,0.0,1.0,34.72383567635045,49.72855303339738
0.00844,0.72719,1067,1467,CZ,13-CZ,CZ0013,CZ,13.0,CZ13,CZ,13.0,1.0,1.0,42.0,CMd,CZG12E,W,D1,0.0,20.0,10.0,57.0,37.0,6.0,M,1.48,16.0,15.0,41.0,140.0,5.03,0.0,0.0,0.0,15.0,1.54,-1.0,5.0,1.0,17.11435275591276,50.329018890852296
0.259451,2.653958,1068,1848,PL,118-PL,PL0118,PL,118.0,PL118,PL,118.0,1.0,1.0,25.0,ARb,PL385,S,D1,0.0,20.0,0.0,82.0,13.0,5.0,C,1.67,13.0,5.6,25.0,33.0,5.7,0.0,0.0,0.0,11.3,0.99,-1.0,0.0,0.0,22.06083225031796,50.18757047627416
0.013124,0.936251,1069,1468,CZ,3-CZ,CZ0003,CZ,3.0,CZ3,CZ,3.0,1.0,1.0,60.0,ARh,CZV272HO,E,D1,0.0,20.0,4.0,88.0,9.0,3.0,C,1.5,10.0,4.3,92.0,120.0,6.8,3.0,0.0,0.1,2.0,0.48,-1.0,0.0,3.0,15.015594875469503,50.279472402636955
0.008278,0.681975,1070,1469,CZ,5-CZ,CZ0005,CZ,5.0,CZ5,CZ,5.0,1.0,1.0,45.0,LVh,CZG19E,W,D1,0.0,20.0,0.0,14.0,68.0,18.0,Z,1.4,17.0,16.0,92.0,66.0,6.2,0.0,0.0,0.0,12.0,1.0,-1.0,0.0,1.0,14.960665912059286,50.31066939469917
0.025115,1.014911,1071,1849,PL,172-PL,PL0172,PL,172.0,PL172,PL,172.0,1.0,1.0,35.0,CHh,PL403,W,D1,0.0,20.0,0.0,16.0,70.0,14.0,M,1.41,21.0,30.8,100.0,140.0,7.6,20.0,1.0,0.2,15.0,1.0,-1.0,0.0,1.0,17.482383497016084,50.309118273959804
0.007675,0.687823,1072,1470,CZ,6-CZ,CZ0006,CZ,6.0,CZ6,CZ,6.0,1.0,1.0,80.0,LVj,CZG24E,P,D1,0.0,20.0,0.0,32.0,57.0,11.0,M,1.5,22.0,18.0,80.0,113.0,6.1,0.0,0.0,0.0,16.0,1.0,-1.0,0.0,1.0,17.265947620970163,50.302172511108054
0.08726,1.54594,1073,1850,PL,85-PL,PL0085,PL,85.0,PL85,PL,85.0,1.0,1.0,85.0,CMc,PL395,W,D1,0.0,20.0,0.0,16.0,74.0,10.0,M,1.42,17.0,17.4,89.0,134.0,7.3,20.0,1.0,0.2,11.4,1.0,-1.0,0.0,1.0,20.004823873479474,50.224065311679695
0.03522,2.567071,1074,1471,CZ,3-CZ,CZ0003,CZ,3.0,CZ3,CZ,3.0,1.0,1.0,60.0,ARh,CZV272HO,E,D1,0.0,20.0,4.0,88.0,9.0,3.0,C,1.5,10.0,4.3,92.0,120.0,6.8,3.0,0.0,0.1,2.0,0.48,-1.0,0.0,3.0,14.762436802272147,50.23300679883455
0.009436,0.647918,1075,1472,CZ,3-CZ,CZ0003,CZ,3.0,CZ3,CZ,3.0,1.0,1.0,60.0,ARh,CZV272HO,E,D1,0.0,20.0,4.0,88.0,9.0,3.0,C,1.5,10.0,4.3,92.0,120.0,6.8,3.0,0.0,0.1,2.0,0.48,-1.0,0.0,3.0,14.407603272552079,50.288311071184594
0.033016,0.892255,1076,1851,PL,178-PL,PL0178,PL,178.0,PL178,PL,178.0,1.0,1.0,40.0,PZh,PL2,S,D1,0.0,20.0,0.0,94.0,5.0,1.0,C,1.36,24.0,7.43,25.0,140.0,3.94,0.0,0.0,0.0,7.83,0.89,-1.0,36.0,4.0,16.83612356219957,50.266906264482586
0.057161,1.862204,1077,1852,PL,116-PL,PL0116,PL,116.0,PL116,PL,116.0,1.0,1.0,100.0,FLe,PL23,W,D1,0.0,20.0,0.0,57.0,34.0,9.0,M,1.53,14.0,12.1,91.0,101.0,6.9,3.0,0.0,0.1,8.5,1.0,-1.0,0.0,1.0,21.467215242398655,50.107240546055216
0.029879,1.198883,1078,1473,CZ,11-CZ,CZ0011,CZ,11.0,CZ11,CZ,11.0,1.0,1.0,56.0,CMc,CZG11E,P,D1,0.0,20.0,4.0,8.0,65.0,27.0,Z,1.4,17.0,28.0,100.0,82.0,8.1,20.0,0.0,0.0,17.0,1.08,-1.0,0.0,0.0,16.05371277839207,50.26606998581927
